set,filename,class,xmin,ymin,ec1,ec2,xmax,ymax,ec3,ec4
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img3272_preproc_unblurred.jpg,pollen,0.453125,0.525,,,0.49609375,0.6652777777777777,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img3362_preproc_unblurred.jpg,pollen,0.525,0.5472222222222223,,,0.56640625,0.6263888888888889,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img3401_preproc.jpg,pollen,0.50859375,0.6472222222222223,,,0.55703125,0.7819444444444444,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img3402_preproc_unblurred.jpg,pollen,0.49375,0.65,,,0.5421875,0.7708333333333334,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img3419_preproc_unblurred.jpg,pollen,0.4890625,0.5180555555555556,,,0.53203125,0.6069444444444444,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img3494_preproc_unblurred.jpg,pollen,0.58828125,0.575,,,0.63359375,0.7138888888888889,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img3669_preproc_unblurred.jpg,pollen,0.61328125,0.6347222222222222,,,0.678125,0.7319444444444444,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img3720_preproc.jpg,pollen,0.33671875,0.8833333333333333,,,0.39375,1.0,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img3721_preproc_unblurred.jpg,pollen,0.33671875,0.8708333333333333,,,0.39453125,1.0,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img3727_preproc_unblurred.jpg,pollen,0.34453125,0.8236111111111111,,,0.4046875,0.9486111111111112,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img3740_preproc.jpg,pollen,0.35859375,0.7097222222222223,,,0.4078125,0.8375,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid12_img0553_preproc_unblurred.jpg,pollen,0.025,0.7333333333333333,,,0.134375,0.9930555555555556,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid12_img0554_preproc_unblurred.jpg,pollen,0.04140625,0.7138888888888889,,,0.1328125,0.9902777777777778,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid12_img0555_preproc_unblurred.jpg,pollen,0.04453125,0.7069444444444445,,,0.13984375,0.9861111111111112,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid12_img0556_preproc_unblurred.jpg,pollen,0.0484375,0.6805555555555556,,,0.1375,0.9833333333333332,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid12_img0571_preproc_unblurred.jpg,pollen,0.065625,0.5430555555555555,,,0.16015625,0.7625,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid12_img0579_preproc_unblurred.jpg,pollen,0.01484375,0.475,,,0.15078125,0.6569444444444444,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid12_img0588_preproc.jpg,pollen,0.02265625,0.4263888888888889,,,0.16171875,0.5875,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid12_img0609_preproc_unblurred.jpg,pollen,0.16796875,0.5152777777777777,,,0.31015625,0.7097222222222223,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid12_img0618_preproc_unblurred.jpg,pollen,0.26796875,0.4666666666666667,,,0.38828125,0.6847222222222222,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid12_img0637_preproc_unblurred.jpg,pollen,0.41015625,0.5208333333333334,,,0.52421875,0.6777777777777778,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid12_img0653_preproc_unblurred.jpg,pollen,0.00390625,0.4180555555555556,,,0.16015625,0.5986111111111111,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid12_img0657_preproc_unblurred.jpg,pollen,0.06171875,0.4486111111111111,,,0.23125,0.6180555555555556,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid12_img0678_preproc.jpg,pollen,0.28515625,0.4388888888888889,,,0.42265625,0.6222222222222222,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid12_img0682_preproc_unblurred.jpg,pollen,0.296875,0.4722222222222222,,,0.43515625,0.6444444444444445,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid12_img0886_preproc_unblurred.jpg,pollen,0.0125,0.4513888888888889,,,0.16484375,0.625,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid12_img0890_preproc_unblurred.jpg,pollen,0.06328125,0.4527777777777778,,,0.21484375,0.6319444444444444,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid12_img0896_preproc.jpg,pollen,0.1203125,0.4833333333333333,,,0.26953125,0.675,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid12_img0904_preproc_unblurred.jpg,pollen,0.19140625,0.5083333333333333,,,0.31484375,0.7027777777777777,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid12_img0919_preproc_unblurred.jpg,pollen,0.2828125,0.4916666666666666,,,0.43515625,0.6625,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid12_img0936_preproc_unblurred.jpg,pollen,0.4203125,0.5208333333333334,,,0.55703125,0.7194444444444444,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid12_img0951_preproc.jpg,pollen,0.41875,0.5347222222222222,,,0.5453125,0.7208333333333333,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid14_img0001_preproc.jpg,pollen,0.5046875,0.24444444444444444,,,0.6046875,0.4527777777777778,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid14_img0007_preproc.jpg,pollen,0.3109375,0.4097222222222222,,,0.40390625,0.5583333333333333,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid14_img0012_preproc.jpg,pollen,0.32265625,0.4805555555555556,,,0.44140625,0.7013888888888888,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid14_img0049_preproc.jpg,pollen,0.8328125,0.7277777777777777,,,0.96015625,1.0,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid14_img0062_preproc.jpg,pollen,0.61796875,0.005555555555555557,,,0.7125,0.2791666666666667,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid14_img0072_preproc.jpg,pollen,0.74921875,0.6055555555555555,,,0.84765625,0.8722222222222222,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid14_img0105_preproc_unblurred.jpg,pollen,0.7046875,0.3375,,,0.80234375,0.55,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid14_img0166_preproc.jpg,pollen,0.121875,0.6444444444444445,,,0.22734375,0.8722222222222222,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid14_img0177_preproc.jpg,pollen,0.14296875,0.6666666666666666,,,0.25546875,0.8486111111111111,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid14_img0183_preproc.jpg,pollen,0.13203125,0.6097222222222223,,,0.22265625,0.7819444444444444,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid14_img0231_preproc.jpg,pollen,0.4984375,0.4486111111111111,,,0.61953125,0.6236111111111111,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid14_img0252_preproc.jpg,pollen,0.3125,0.6777777777777778,,,0.45859375,0.8722222222222222,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid14_img0272_preproc.jpg,pollen,0.34921875,0.6236111111111111,,,0.45390625,0.8222222222222222,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid14_img0289_preproc.jpg,pollen,0.321875,0.5777777777777777,,,0.42109375,0.7444444444444445,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid15_img0714_preproc.jpg,pollen,0.2921875,0.22083333333333333,,,0.3765625,0.4,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid15_img0718_preproc.jpg,pollen,0.309375,0.25,,,0.39140625,0.4069444444444445,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid15_img0723_preproc.jpg,pollen,0.30078125,0.3125,,,0.39140625,0.4847222222222222,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid15_img0738_preproc_unblurred.jpg,pollen,0.50078125,0.42916666666666653,,,0.57421875,0.5583333333333333,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid15_img0767_preproc.jpg,pollen,0.4296875,0.425,,,0.5046875,0.5583333333333333,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid15_img0789_preproc_unblurred.jpg,pollen,0.44140625,0.5027777777777778,,,0.4921875,0.6138888888888889,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid15_img0842_preproc.jpg,pollen,0.41875,0.4027777777777778,,,0.465625,0.5125,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid15_img0875_preproc_unblurred.jpg,pollen,0.30703125,0.10694444444444444,,,0.3734375,0.225,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid15_img0895_preproc_unblurred.jpg,pollen,0.421875,0.4361111111111111,,,0.48828125,0.5263888888888889,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid15_img0929_preproc_unblurred.jpg,pollen,0.45625,0.4138888888888889,,,0.5125,0.5291666666666667,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid15_img0962_preproc_unblurred.jpg,pollen,0.23515625,0.3347222222222222,,,0.33203125,0.4527777777777778,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid15_img0974_preproc_unblurred.jpg,pollen,0.24453125,0.3416666666666667,,,0.34296875,0.4847222222222222,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid15_img0985_preproc.jpg,pollen,0.22109375,0.3819444444444444,,,0.31875,0.5263888888888889,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid15_img1001_preproc.jpg,pollen,0.33203125,0.34444444444444444,,,0.41640625,0.5083333333333333,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid15_img1047_preproc.jpg,pollen,0.24609375,0.4138888888888889,,,0.35078125,0.5625,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid15_img1055_preproc.jpg,pollen,0.26953125,0.4513888888888889,,,0.34765625,0.6166666666666667,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid15_img1077_preproc.jpg,pollen,0.2875,0.5138888888888888,,,0.37265625,0.6680555555555555,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid15_img1082_preproc.jpg,pollen,0.2921875,0.5222222222222223,,,0.384375,0.6902777777777778,,
